merged_gene_id	merged_isoform_id	internal_id	final_decision	annotation_track	source_id	transcript_id	topology_class	contig	start	end	strand
CM058174.1_6711073-6713039f	CM058174.1_6711073-6713039f_X3-6711073-6713039-IRN_042050	IRN_042050	accept	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna023854-T1	rna-Dmagna023854-T1	strict	CM058174.1	6711073	6713039	+
CM058174.1_6711073-6713039f	CM058174.1_6711073-6713039f_X4-6711073-6713039-IRN_051514	IRN_051514	accept	Dmagna_LRV_snap-aug	augustus_masked-CM058174.1-processed-gene-1.482-mRNA-1	augustus_masked-CM058174.1-processed-gene-1.482-mRNA-1	strict	CM058174.1	6711073	6713039	+
CM058174.1_6760202-6762141r	CM058174.1_6760202-6762141r_X1-6760202-6761910-IRN_042068	IRN_042068	reject	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna023872-T1	rna-Dmagna023872-T1	relaxed	CM058174.1	6760202	6761910	-
CM058174.1_6760202-6762141r	CM058174.1_6760202-6762141r_X2-6760202-6762141-IRN_015386	IRN_015386	accept	Dmagna_LRV_IRs_braker_fixed	g7040.t1	g7040.t1	strict	CM058174.1	6760202	6762141	-
CM058174.1_6760202-6762141r	CM058174.1_6760202-6762141r_X3-6760202-6762141-IRN_018702	IRN_018702	accept	Dmagna_LRV_rnd1	maker-CM058174.1-exonerate_protein2genome-gene-0.16-mRNA-1	maker-CM058174.1-exonerate_protein2genome-gene-0.16-mRNA-1	strict	CM058174.1	6760202	6762141	-
CM058174.1_6760202-6762141r	CM058174.1_6760202-6762141r_X4-6760202-6762141-IRN_051545	IRN_051545	accept	Dmagna_LRV_snap-aug	maker-CM058174.1-augustus-gene-1.1066-mRNA-1	maker-CM058174.1-augustus-gene-1.1066-mRNA-1	strict	CM058174.1	6760202	6762141	-
CM058175.1_1119668-1130567f	CM058175.1_1119668-1130567f_X1-1119668-1121784-IRN_033493	IRN_033493	reject	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna014580-T2	rna-Dmagna014580-T2	fail	CM058175.1	1119668	1121784	+
CM058175.1_1119668-1130567f	CM058175.1_1119668-1130567f_X2-1119668-1122192-IRN_016450	IRN_016450	accept	Dmagna_LRV_IRs_braker_fixed	g7999.t1	g7999.t1	strict	CM058175.1	1119668	1122192	+
CM058175.1_1119668-1130567f	CM058175.1_1119668-1130567f_X3-1119668-1122192-IRN_033492	IRN_033492	accept	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna014580-T1	rna-Dmagna014580-T1	strict	CM058175.1	1119668	1122192	+
CM058175.1_1119668-1130567f	CM058175.1_1119668-1130567f_X4-1119668-1130567-IRN_018705	IRN_018705	reject	Dmagna_LRV_rnd1	maker-CM058175.1-exonerate_protein2genome-gene-0.0-mRNA-1	maker-CM058175.1-exonerate_protein2genome-gene-0.0-mRNA-1	strict	CM058175.1	1119668	1130567	+
CM058175.1_1119668-1130567f	CM058175.1_1119668-1130567f_X5-1119668-1130567-IRN_051550	IRN_051550	reject	Dmagna_LRV_snap-aug	maker-CM058175.1-snap-gene-1.46-mRNA-1	maker-CM058175.1-snap-gene-1.46-mRNA-1	fail	CM058175.1	1119668	1130567	+
CM058175.1_1119668-1130567f	CM058175.1_1119668-1130567f_X6-1128126-1130567-IRN_016454	IRN_016454	accept	Dmagna_LRV_IRs_braker_fixed	g8000.t1	g8000.t1	strict	CM058175.1	1128126	1130567	+
CM058175.1_1155735-1158209f	CM058175.1_1155735-1158209f_X1-1155735-1158209-IRN_016461	IRN_016461	accept	Dmagna_LRV_IRs_braker_fixed	g8007.t1	g8007.t1	strict	CM058175.1	1155735	1158209	+
CM058175.1_1155735-1158209f	CM058175.1_1155735-1158209f_X2-1155735-1158209-IRN_018711	IRN_018711	accept	Dmagna_LRV_rnd1	maker-CM058175.1-exonerate_protein2genome-gene-0.7-mRNA-1	maker-CM058175.1-exonerate_protein2genome-gene-0.7-mRNA-1	strict	CM058175.1	1155735	1158209	+
CM058175.1_1155735-1158209f	CM058175.1_1155735-1158209f_X3-1155735-1158209-IRN_033505	IRN_033505	accept	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna014591-T1	rna-Dmagna014591-T1	strict	CM058175.1	1155735	1158209	+
CM058175.1_1155735-1158209f	CM058175.1_1155735-1158209f_X4-1155735-1158209-IRN_051546	IRN_051546	accept	Dmagna_LRV_snap-aug	maker-CM058175.1-augustus-gene-1.1036-mRNA-1	maker-CM058175.1-augustus-gene-1.1036-mRNA-1	strict	CM058175.1	1155735	1158209	+
CM058175.1_1155735-1158209f	CM058175.1_1155735-1158209f_X5-1155926-1158209-IRN_033506	IRN_033506	accept	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna014591-T2	rna-Dmagna014591-T2	strict	CM058175.1	1155926	1158209	+
CM058175.1_1422346-1434479f	CM058175.1_1422346-1434479f_X1-1422346-1425441-IRN_033588	IRN_033588	accept	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna014682-T1	rna-Dmagna014682-T1	relaxed	CM058175.1	1422346	1425441	+
CM058175.1_1422346-1434479f	CM058175.1_1422346-1434479f_X2-1422377-1434479-IRN_051551	IRN_051551	reject	Dmagna_LRV_snap-aug	maker-CM058175.1-snap-gene-1.48-mRNA-1	maker-CM058175.1-snap-gene-1.48-mRNA-1	fail	CM058175.1	1422377	1434479	+
CM058175.1_1422346-1434479f	CM058175.1_1422346-1434479f_X3-1422448-1425441-IRN_016521	IRN_016521	accept	Dmagna_LRV_IRs_braker_fixed	g8060.t1	g8060.t1	relaxed	CM058175.1	1422448	1425441	+
CM058175.1_1422346-1434479f	CM058175.1_1422346-1434479f_X4-1422448-1425441-IRN_018712	IRN_018712	accept	Dmagna_LRV_rnd1	maker-CM058175.1-exonerate_protein2genome-gene-0.9-mRNA-1	maker-CM058175.1-exonerate_protein2genome-gene-0.9-mRNA-1	relaxed	CM058175.1	1422448	1425441	+
CM058175.1_1422346-1434479f	CM058175.1_1422346-1434479f_X5-1430058-1432138-IRN_016522	IRN_016522	accept	Dmagna_LRV_IRs_braker_fixed	g8061.t1	g8061.t1	strict	CM058175.1	1430058	1432138	+
CM058175.1_1422346-1434479f	CM058175.1_1422346-1434479f_X6-1430127-1431864-IRN_033589	IRN_033589	reject	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna014683-T1	rna-Dmagna014683-T1	fail	CM058175.1	1430127	1431864	+
CM058175.1_1422346-1434479f	CM058175.1_1422346-1434479f_X7-1430127-1432138-IRN_033590	IRN_033590	reject	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna014683-T2	rna-Dmagna014683-T2	relaxed	CM058175.1	1430127	1432138	+
CM058175.1_8530273-8536426r	CM058175.1_8530273-8536426r_X1-8530273-8532226-IRN_017733	IRN_017733	accept	Dmagna_LRV_IRs_braker_fixed	g9151.t1	g9151.t1	strict	CM058175.1	8530273	8532226	-
CM058175.1_8530273-8536426r	CM058175.1_8530273-8536426r_X2-8530273-8532226-IRN_018709	IRN_018709	accept	Dmagna_LRV_rnd1	maker-CM058175.1-exonerate_protein2genome-gene-0.27-mRNA-1	maker-CM058175.1-exonerate_protein2genome-gene-0.27-mRNA-1	strict	CM058175.1	8530273	8532226	-
CM058175.1_8530273-8536426r	CM058175.1_8530273-8536426r_X3-8530273-8532226-IRN_051548	IRN_051548	accept	Dmagna_LRV_snap-aug	maker-CM058175.1-augustus-gene-1.1043-mRNA-1	maker-CM058175.1-augustus-gene-1.1043-mRNA-1	strict	CM058175.1	8530273	8532226	-
CM058175.1_8530273-8536426r	CM058175.1_8530273-8536426r_X4-8530273-8536426-IRN_035277	IRN_035277	reject	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna016395-T1	rna-Dmagna016395-T1	fail	CM058175.1	8530273	8536426	-
CM058175.1_10107527-10109560f	CM058175.1_10107527-10109560f_X1-10107527-10109560-IRN_018012	IRN_018012	accept	Dmagna_LRV_IRs_braker_fixed	g9402.t1	g9402.t1	strict	CM058175.1	10107527	10109560	+
CM058175.1_10107527-10109560f	CM058175.1_10107527-10109560f_X2-10107527-10109560-IRN_018706	IRN_018706	accept	Dmagna_LRV_rnd1	maker-CM058175.1-exonerate_protein2genome-gene-0.15-mRNA-1	maker-CM058175.1-exonerate_protein2genome-gene-0.15-mRNA-1	strict	CM058175.1	10107527	10109560	+
CM058175.1_10107527-10109560f	CM058175.1_10107527-10109560f_X3-10107527-10109560-IRN_051547	IRN_051547	accept	Dmagna_LRV_snap-aug	maker-CM058175.1-augustus-gene-1.1040-mRNA-1	maker-CM058175.1-augustus-gene-1.1040-mRNA-1	strict	CM058175.1	10107527	10109560	+
CM058175.1_10244034-10267738r	CM058175.1_10244034-10267738r_X1-10244034-10267738-IRN_018036	IRN_018036	reject	Dmagna_LRV_IRs_braker_fixed	g9424.t1	g9424.t1	fail	CM058175.1	10244034	10267738	-
CM058175.1_10244034-10267738r	CM058175.1_10244034-10267738r_X2-10244034-10267738-IRN_018037	IRN_018037	reject	Dmagna_LRV_IRs_braker_fixed	g9424.t2	g9424.t2	fail	CM058175.1	10244034	10267738	-
CM058175.1_10244034-10267738r	CM058175.1_10244034-10267738r_X3-10253245-10259578-IRN_035780	IRN_035780	reject	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna016899-T1	rna-Dmagna016899-T1	relaxed	CM058175.1	10253245	10259578	-
CM058175.1_10244034-10267738r	CM058175.1_10244034-10267738r_X4-10253320-10267738-IRN_018710	IRN_018710	accept	Dmagna_LRV_rnd1	maker-CM058175.1-exonerate_protein2genome-gene-0.31-mRNA-1	maker-CM058175.1-exonerate_protein2genome-gene-0.31-mRNA-1	strict	CM058175.1	10253320	10267738	-
CM058175.1_10244034-10267738r	CM058175.1_10244034-10267738r_X5-10253320-10267738-IRN_051549	IRN_051549	accept	Dmagna_LRV_snap-aug	maker-CM058175.1-exonerate_protein2genome-gene-0.31-mRNA-1	maker-CM058175.1-exonerate_protein2genome-gene-0.31-mRNA-1	strict	CM058175.1	10253320	10267738	-
CM058175.1_10436161-10450087f	CM058175.1_10436161-10450087f_X1-10436161-10450078-IRN_051552	IRN_051552	reject	Dmagna_LRV_snap-aug	maker-CM058175.1-snap-gene-1.50-mRNA-1	maker-CM058175.1-snap-gene-1.50-mRNA-1	fail	CM058175.1	10436161	10450078	+
CM058175.1_10436161-10450087f	CM058175.1_10436161-10450087f_X2-10436296-10438238-IRN_018066	IRN_018066	accept	Dmagna_LRV_IRs_braker_fixed	g9450.t1	g9450.t1	strict	CM058175.1	10436296	10438238	+
CM058175.1_10436161-10450087f	CM058175.1_10436161-10450087f_X3-10436296-10438238-IRN_018708	IRN_018708	accept	Dmagna_LRV_rnd1	maker-CM058175.1-exonerate_protein2genome-gene-0.21-mRNA-1	maker-CM058175.1-exonerate_protein2genome-gene-0.21-mRNA-1	strict	CM058175.1	10436296	10438238	+
CM058175.1_10436161-10450087f	CM058175.1_10436161-10450087f_X4-10436966-10438238-IRN_035832	IRN_035832	reject	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna016948-T1	rna-Dmagna016948-T1	relaxed	CM058175.1	10436966	10438238	+
CM058175.1_10436161-10450087f	CM058175.1_10436161-10450087f_X5-10446314-10450087-IRN_018707	IRN_018707	accept	Dmagna_LRV_rnd1	maker-CM058175.1-exonerate_protein2genome-gene-0.20-mRNA-1	maker-CM058175.1-exonerate_protein2genome-gene-0.20-mRNA-1	strict	CM058175.1	10446314	10450087	+
CM058175.1_10436161-10450087f	CM058175.1_10436161-10450087f_X6-10446314-10450087-IRN_035835	IRN_035835	accept	GCA_030254905.1_UOB_LRV0_1_genomic	rna-Dmagna016951-T1	rna-Dmagna016951-T1	strict	CM058175.1	10446314	10450087	+
CM058175.1_10436161-10450087f	CM058175.1_10436161-10450087f_X7-10446317-10450087-IRN_018068	IRN_018068	accept	Dmagna_LRV_IRs_braker_fixed	g9452.t1	g9452.t1	strict	CM058175.1	10446317	10450087	+
